Neo Reference ID,Name,Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Est Dia in M(min),Est Dia in M(max),Est Dia in Miles(min),Est Dia in Miles(max),Est Dia in Feet(min),Est Dia in Feet(max),Close Approach Date,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Orbiting Body,Orbit ID,Orbit Determination Date,Orbit Uncertainity,Minimum Orbit Intersection,Jupiter Tisserand Invariant,Epoch Osculation,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Orbital Period,Perihelion Distance,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,Equinox,Hazardous
3444370,3444370,22.4,0.0880146521,0.1968067451,88.0146520901,196.8067450894,0.0546897524,0.122290004,288.7619911632,645.6914415591,1995-01-22,790761600000,22.4213663146,80716.918732587,50154.3543091455,0.2010399884,78.2045516968,30075154,18687834,Earth,12,2017-04-06 09:01:38,6,.000317965,7.033,2458000.5,.4758194774081156,.8138767249034949,23.18568668072357,117.1112240445536,268.18616502096,.4266183269852852,220.9403707579688,1.201135122821705,2457996.360392773260,5.556806412851552,1.342351123786957,J2000,False
3448992,3448992,25.8,0.0183888672,0.0411187571,18.388867207,41.1187571041,0.0114263088,0.0255500032,60.3309310875,134.9040630575,1995-01-22,790761600000,17.2746114639,62188.6012700346,38641.5783835946,0.4310155871,167.6650543213,64479012,40065400,Earth,23,2017-04-06 09:01:10,4,.00186378,5.122,2458000.5,.2048406780030454,1.240789317594743,13.7442332087249,161.933518574421,504.8303955012963,.9866251925196996,13.92021256207252,1.494953442669786,2457935.033370717737,46.68495944704712,.7131107857372974,J2000,False
3611400,3611400,25.0,0.02658,0.0594346868,26.58,59.4346868419,0.0165160412,0.0369309908,87.2047272,194.9956979785,1995-01-22,790761600000,12.1185099534,43626.6358322947,27107.8949147945,0.3598014121,139.9627532959,53825524,33445630,Earth,5,2017-04-06 08:48:30,6,.0187898,6.384,2458000.5,.326860711970322,.9302337444493961,8.333753551706272,20.49127086505545,327.7076361182716,.626176880439848,128.46312989278,1.234290608458944,2457939.712985574642,66.77697673554127,1.098540163006986,J2000,False
2162854,2162854,19.1,0.4023045798,0.8995803882,402.3045798343,899.5803881691,0.2499803991,0.5589731654,1319.8969577037,2951.3793207207,1995-02-08,792230400000,10.8299262895,38987.734642195,24225.4621169794,0.4306559914,167.525177002,64425220,40031976,Earth,42,2017-04-06 09:26:24,0,.214004,4.862,2458000.5,.1493579627014401,1.32292378805863,21.26523155355708,122.4368331936925,555.777121989752,1.125334586264921,297.7298536948962,1.520512989852338,2457976.984646115842,15.23187454710148,.6477416679390378,J2000,False
3446396,3446396,18.8,0.4619074603,1.0328564805,461.9074602816,1032.8564805039,0.2870159005,0.6417870641,1515.4444719902,3388.6368554964,1995-02-08,792230400000,39.6053279147,142579.1804929074,88593.1580123846,0.3009631412,117.0746612549,45023444,27976272,Earth,26,2017-04-06 09:01:21,0,.102643,3.242,2458000.5,.8610933305709985,1.982738584288127,10.02263604097735,163.2099234123562,1019.756809422007,.2754156130918373,199.3714586963143,3.690061555484416,2457894.226448097988,37.51725738061909,.3530253455272793,J2000,False
3764806,3764806,25.2,0.0242412481,0.0542050786,24.2412481101,54.2050786336,0.0150628086,0.0336814639,79.5316564495,177.8381901842,1995-02-08,792230400000,25.2112885836,90760.6389007836,56395.1314325452,0.4959739922,192.933883667,74196656,46103664,Earth,4,2017-04-06 08:21:56,6,.0119773,6.890,2458000.5,.4416943551013883,.8375570081279065,19.76759210755226,243.614950945384,279.9754763169043,.4676128055622026,41.6483224835708,1.20750121069361,2457925.367527342473,96.60735473164922,1.285826904326849,J2000,False
3314405,3314405,20.0,0.2658,0.5943468684,265.8,594.3468684194,0.1651604118,0.369309908,872.047272,1949.9569797852,1995-02-15,792835200000,3.0890039286,11120.4141428446,6909.7928878136,0.2388244997,92.9027328491,35727636,22200124,Earth,27,2017-05-18 06:19:30,0,.240288,3.788,2458000.5,.3775493600967308,1.958154259500409,5.660561156228656,112.1644170272148,1000.849506520639,1.218854371855342,34.30691815167334,2.697454147145476,2457771.553383359465,82.35082442826075,.3596944372301356,J2000,False
3426410,3426410,21.0,0.1677084622,0.3750075218,167.7084621628,375.0075217981,0.1042091748,0.2330187988,550.2246310023,1230.3396778159,1995-02-15,792835200000,20.0192419349,72069.2709657714,44781.0422842595,0.4780869949,185.9758453369,71520800,44440964,Earth,16,2017-04-06 09:03:02,1,.0984179,6.469,2458000.5,.4527922930841961,.907864592986423,8.278695740027688,114.3798292883882,315.9585012447702,.4967905021181501,7.392326563703367,1.318938683854696,2457968.757085862307,36.16756328615697,1.139390136937988,J2000,False
3666785,3666785,22.3,0.0921626549,0.2060819612,92.1626548503,206.0819612321,0.057267201,0.1280533543,302.370924539,676.1219416887,1995-02-15,792835200000,8.5263208443,30694.755039371,19072.527096547,0.4612592433,179.4298400879,69003400,42876724,Earth,29,2017-04-06 08:41:50,3,.0259126,5.372,2458000.5,.2597323195329087,1.16651991571092,5.035044225594919,28.8520216092119,460.1894557939667,.8635369922219897,271.6146744029957,1.46950283919985,2457770.912607255688,179.6031185576674,.7822865028032653,J2000,False
3702321,3702321,22.7,0.0766575574,0.1714115092,76.6575573531,171.4115092306,0.0476327831,0.1065101409,251.5011804664,562.3737359442,1995-02-15,792835200000,7.9195240447,28510.2865608238,17715.1833355297,0.1072710745,41.7284469604,16047525,9971469,Earth,13,2017-04-06 08:36:50,4,.0525422,6.519,2458000.5,.1514158524079464,.9137303163513598,5.860414922890069,177.8573023304907,319.0255591799234,.7753770616300362,90.64125634459157,1.052083571072684,2458138.755972242143,203.9869515937405,1.12843623227369,J2000,False
3719196,3719196,26.1,0.0160160338,0.0358129403,16.0160337979,35.8129403019,0.0099518989,0.0222531225,52.5460443254,117.4965270602,1995-02-15,792835200000,4.6554785934,16759.7229360863,10413.840065481,0.2554883015,99.3849487305,38220508,23749122,Earth,8,2017-04-06 08:33:47,5,.018587,6.360,2458000.5,.1714328826365063,.9391389588534731,11.94779476707688,229.0663217594457,332.4246440437997,.7781396599409749,227.5499749797063,1.100138257765971,2458042.506078219217,314.5094251287649,1.082952201198919,J2000,False
3447920,3447920,20.6,0.2016299194,0.4508582062,201.6299194428,450.8582061718,0.1252869847,0.2801502144,661.5155049046,1479.1936371367,1995-02-15,792835200000,2.1643728488,7791.7422557238,4841.485625508,0.4228501583,164.4887084961,63257484,39306380,Earth,42,2017-04-06 09:01:18,2,.183818,3.753,2458000.5,.4074703521368719,1.978471308901617,4.06169556322702,142.2597510835389,1016.466480875606,1.172302907970777,38.66044217724877,2.784639709832457,2457957.835037078706,15.11056876015708,.3541680977909752,J2000,False
3005973,3005973,21.7,0.1214940408,0.2716689341,121.4940407996,271.6689340891,0.0754928736,0.1688071972,398.6025088171,891.3023057169,1995-02-22,793440000000,28.4189542612,102308.2353404514,63570.3587869599,0.0485413736,18.8825950623,7261686.5,4512202.5,Earth,29,2017-04-06 09:18:11,1,.0128745,6.152,2453548.5,.8684189074961081,.9067337425159876,4.035074270183858,342.7842082321538,315.3683407722336,.1193090164503963,322.3904957839119,1.694158468581579,2453597.575432350127,303.9792986106828,1.141522319959188,J2000,True
3660308,3660308,23.9,0.04411182,0.0986370281,44.1118199997,98.6370281305,0.0274098057,0.0612901888,144.7238235278,323.6123073718,1995-02-22,793440000000,10.551519772,37985.471179349,23602.6945780794,0.0197382264,7.6781702042,2952796.75,1834782.875,Earth,32,2017-07-27 17:06:05,3,.0109543,4.767,2458000.5,.3988200079942557,1.35791927755497,3.854342068985657,341.218636234598,577.9754044222896,.8163539004249429,237.1733163416558,1.899484654684997,2457913.298120130695,54.31490079465933,.6228638749080249,J2000,False
3348144,3348144,23.9,0.04411182,0.0986370281,44.1118199997,98.6370281305,0.0274098057,0.0612901888,144.7238235278,323.6123073718,1995-02-22,793440000000,17.5649076525,63233.6675491447,39290.9419279672,0.4340489593,168.8450469971,64932800,40347372,Earth,10,2017-04-06 09:07:56,1,.0453154,6.298,2458000.5,.3973810059711997,.9403258403908947,11.6076647207195,195.3700872141465,333.0550192934602,.5666582119956471,315.2418743196193,1.313993468786142,2458097.467355855494,255.1877435084699,1.080902491016951,J2000,False
3646046,3646046,21.3,0.1460679643,0.3266178974,146.0679642714,326.6178974458,0.090762397,0.2029508896,479.2256199,1071.581062656,1995-02-22,793440000000,19.223165458,69203.3956488727,43000.2988130454,0.1020481263,39.696723938,15266183,9485966,Earth,13,2017-04-06 08:45:06,4,.0140066,5.149,2458000.5,.2494248827236086,1.183993437388868,35.2402424959676,149.1565598893367,470.5679773704998,.8886760131226273,55.21650962102305,1.479310861655108,2457816.155450825785,141.0296511750646,.7650329332047928,J2000,True
3780693,3780693,26.989,0.0106354281,0.0237815402,10.6354281167,23.7815402388,0.0066085466,0.0147771594,34.8931379824,78.023428477,1995-02-22,793440000000,7.1641480595,25790.9330143395,16025.4827943822,0.2115968709,82.3111877441,31654442,19669158,Earth,2,2017-08-20 06:18:11,7,.0071428,5.874,2458000.5,.3179061258474021,1.03436766129103,4.008314775490596,322.7144944711469,384.2473032363464,.7055358453881611,249.0178764867158,1.363199477193899,2457901.623542154874,92.63701924370051,.9368966209206363,J2000,False
2162173,2162173,19.3,0.3669061375,0.8204270649,366.9061375314,820.4270648822,0.2279848336,0.5097895857,1203.7603322587,2691.6899315481,1995-03-08,794649600000,13.5763026447,48874.689520897,30368.8313859151,0.3507449112,136.4397735596,52470692,32603776,Earth,117,2017-04-06 09:26:35,0,.00132059,5.308,2458000.5,.1902842554038815,1.189560559495507,5.883903317829792,251.5911063365942,473.8907826636587,.9632059141740799,211.4467739786354,1.415915204816935,2457797.751480023557,154.0217068187274,.7596687109559334,J2000,True
3092312,3092312,22.6,0.0802703167,0.1794898848,80.2703167283,179.4898847799,0.049877647,0.1115298092,263.3540659348,588.8775935812,1995-03-08,794649600000,11.4702980441,41293.0729588648,25657.9096949124,0.0517703658,20.138671875,7744736.5,4812356.5,Earth,14,2017-04-20 12:22:05,0,.0341962,5.089,2458000.5,.4282526106821032,1.234937694057483,5.850410278034516,151.2892418885367,501.2634017981307,.7060724025476296,292.6184516502227,1.763802985567337,2457751.688642938134,178.6926558391438,.7181852868344447,J2000,False
3273782,3273782,23.8,0.046190746,0.1032856481,46.1907460282,103.2856480504,0.0287015901,0.0641787064,151.544447199,338.8636855496,1995-03-08,794649600000,11.9306425303,42950.3131091804,26687.6542760905,0.0975441157,37.9446640015,14592393,9067292,Earth,34,2017-03-09 06:17:26,0,.052677,7.480,2455882.5,.3864587856542614,.7629744336180587,20.83376792025673,352.9223651783215,243.4240059087946,.4681162605167759,351.1788107856062,1.057832606719342,2455988.218870874459,203.652258647551,1.478900976327223,J2000,False
3600106,3600106,28.6,0.0050647146,0.0113250461,5.0647145883,11.3250461062,0.0031470668,0.0070370552,16.61651821,37.155664267,1995-03-08,794649600000,9.8741431619,35546.9153827062,22087.4708387709,0.1466999837,57.0662918091,21946004,13636615,Earth,8,2017-04-06 08:50:42,6,.00220111,5.349,2458000.5,.2299595839786057,1.176188921427005,1.990548431564578,336.8735046974825,465.9228968858448,.905713006375406,120.0623447551711,1.446664836478604,2457796.516096800219,157.6102089911095,.772660031104252,J2000,False
3684008,3684008,21.2,0.1529519353,0.3420109247,152.9519353442,342.0109247198,0.095039897,0.2125156703,501.8108275547,1122.0831222578,1995-03-08,794649600000,15.938707162,57379.3457833544,35653.2940507738,0.1729029027,67.259223938,25865906,16072328,Earth,6,2017-04-06 08:39:07,6,.0667857,4.469,2458000.5,.4373989530511649,1.442414905197316,24.56842188077443,151.7319137192872,632.7522951838971,.8115041357986146,97.07781956847643,2.073325674596017,2458075.090407064433,317.5623087461238,.5689430172598158,J2000,False
3751815,3751815,22.8,0.0732073989,0.1636967205,73.2073989347,163.696720474,0.0454889547,0.1017163949,240.181762721,537.0627483999,1995-03-08,794649600000,11.7404134833,42265.4885399758,26262.1309208533,0.3331832833,129.6083068848,49843512,30971322,Earth,7,2017-04-06 08:26:34,6,.0452308,6.708,2458000.5,.513906570440738,.8653553647152513,6.812692898480357,64.12627502627186,294.0289970235248,.4206435570219426,292.8831880645742,1.31006717240856,2457885.993670271702,140.1980046848551,1.224369037218451,J2000,False
2483656,2483656,23.8,0.046190746,0.1032856481,46.1907460282,103.2856480504,0.0287015901,0.0641787064,151.544447199,338.8636855496,1995-03-08,794649600000,11.9306119236,42950.2029249665,26687.5858119049,0.0975437554,37.944519043,14592338,9067258,Earth,41,2017-07-20 13:13:56,0,.0515902,7.480,2456125.5,.3864450668773289,.7629535011587539,20.83340836762825,352.9209234711133,243.4139883487221,.468113884379167,351.1779799498096,1.057793117938341,2456231.633385316556,203.0327732060237,1.478961839630405,J2000,False
3182169,3182169,23.6,0.0506471459,0.1132504611,50.6471458835,113.2504610618,0.0314706677,0.0703705522,166.1651821003,371.5566426699,1995-03-15,795254400000,3.8380167643,13816.8603514779,8585.2597000614,0.0864847003,33.6425476074,12937927,8039255,Earth,21,2017-04-06 09:12:49,0,.0231683,5.694,2458000.5,.1755281002971447,1.085053919527081,1.499707987243189,143.9720934468935,412.8339519813857,.8945964663125213,2.124647144481263,1.27551137274164,2458019.676041011311,343.2780837648182,.8720213012330731,J2000,False
2267221,2267221,19.8,0.2914439045,0.6516883822,291.4439045349,651.6883821679,0.1810947904,0.4049402617,956.1808197541,2138.0853117517,1995-03-22,795859200000,14.6506071817,52742.1858542341,32771.9432048156,0.49345027,191.9521636963,73819112,45869068,Earth,80,2017-08-05 06:18:39,0,.00864628,5.679,2458000.5,.6596701710312648,1.039069958449247,1.660280612530236,211.1661458545495,386.8704956796536,.3536265012455829,111.2704877710451,1.72451341565291,2458022.991311085227,339.0708464948791,.9305439520983694,J2000,True
2382875,2382875,21.7,0.1214940408,0.2716689341,121.4940407996,271.6689340891,0.0754928736,0.1688071972,398.6025088171,891.3023057169,1995-03-22,795859200000,7.5148753568,27053.5512844418,16810.0246856022,0.4991803786,194.1811676025,74676320,46401716,Earth,39,2017-04-06 09:22:12,0,.072723,4.988,2458000.5,.1806949354384842,1.298712853884236,2.883848267500705,42.7745945849694,540.5901587784003,1.064042018598494,283.6789058830172,1.533383689169977,2458116.955251423414,282.4479213473536,.6659388709803942,J2000,False
2396793,2396793,20.1,0.2538370294,0.5675968529,253.8370293645,567.5968528656,0.1577269688,0.3526882241,832.7986794202,1862.1944587557,1995-03-22,795859200000,14.3828211868,51778.1562725826,32172.9327128167,0.4209661835,163.7558441162,62975644,39131252,Earth,27,2017-04-06 09:21:55,0,.286119,5.550,2458000.5,.6085291129034922,1.067729565398203,19.76609421451883,228.3483095782694,402.9863441432185,.4179850401456034,179.9055930928364,1.717474090650803,2458175.961956843295,203.2544790124766,.8933305190908865,J2000,False
2419472,2419472,19.9,0.2783267681,0.6223575734,278.3267680719,622.3575733667,0.1729441822,0.3867149477,913.1455937611,2041.8556210042,1995-03-22,795859200000,16.5382492667,59537.6973600401,36994.4097846316,0.3724623296,144.8878479004,55719572,34622536,Earth,48,2017-09-18 06:55:42,0,.00632801,5.118,2458000.5,.2001586683140727,1.225054256082759,23.76674096359197,157.1413506175398,495.2579002937377,.9798490275727472,9.6180260171084,1.470259484592771,2458225.396086397149,196.5243824380092,.7268940077209951,J2000,True
3647009,3647009,27.4,0.0088014652,0.0196806745,8.801465209,19.6806745089,0.0054689752,0.0122290004,28.8761991163,64.5691441559,1995-03-22,795859200000,7.3391408326,26420.9069973864,16416.9241284594,0.071064889,27.644241333,10631156,6605894,Earth,7,2017-04-06 08:44:59,7,.00184403,5.435,2458000.5,.2216354711934581,1.149622484484153,7.430785914533306,330.7831998198386,450.2267560674101,.894825363440914,290.4836428426266,1.404419605527393,2457820.163435951764,144.1965902347316,.7995970811341543,J2000,False
3713321,3713321,23.9,0.04411182,0.0986370281,44.1118199997,98.6370281305,0.0274098057,0.0612901888,144.7238235278,323.6123073718,1995-03-22,795859200000,10.5995937061,38158.5373419197,23710.23116115,0.3935150166,153.0773468018,58869008,36579508,Earth,11,2017-04-06 08:35:03,5,.110326,4.698,2458000.5,.2254849824771856,1.408325755715618,8.113962312011777,158.2260557876106,610.4542330459966,1.090769447365912,28.41222819732559,1.725882064065323,2457721.451415723968,164.561870327472,.589724799193709,J2000,False
3747315,3747315,26.9,0.0110803882,0.0247765013,11.0803882126,24.7765012606,0.0068850319,0.0153953994,36.3529808636,81.2877363957,1995-03-22,795859200000,22.8246286413,82168.6631087621,51056.411807775,0.4729642584,183.9830932617,70754448,43964776,Earth,5,2017-04-06 08:27:26,7,.00602602,6.938,2458000.5,.2997332703803507,.8416315805242635,10.27694002800109,171.1772580572293,282.0210086909677,.5893665944383424,218.2204921071237,1.093896566610185,2457932.078607813163,87.3399513801906,1.276500646781531,J2000,False
3771614,3771614,21.424,0.1379605689,0.3084892103,137.9605689104,308.4892102982,0.0857246967,0.1916862491,452.6265529039,1012.1037407146,1995-03-22,795859200000,20.3742223265,73347.2003754896,45575.0979222036,0.2243809656,87.2841949463,33566916,20857514,Earth,9,2017-06-15 06:20:02,6,.0890355,4.955,2458000.5,.1478846210086852,1.235912132943166,39.40701510140626,356.5439054824789,501.8568085276265,1.05313973556283,218.6018120381645,1.418684530323502,2457874.563840209925,90.33855226043312,.7173360884675185,J2000,False
2312942,2312942,17.3,0.9216265485,2.0608196123,921.6265485028,2060.8196123208,0.5726720101,1.2805335433,3023.70924539,6761.2194168867,1995-04-08,797324400000,22.9603499373,82657.2597742512,51360.0067747285,0.086732912,33.7391014099,12975059,8062327.5,Earth,69,2017-04-06 09:23:51,0,.0591071,3.120,2458000.5,.7766438887734538,2.26319603381811,9.064507173740575,352.6914107643232,1243.602787733987,.5054986650569561,299.7393341963947,4.020893402579265,2458582.732961673643,191.4543290913346,.2894814996804316,J2000,False
3170221,3170221,26.5,0.0133215567,0.0297879063,13.3215566698,29.7879062798,0.008277629,0.0185093411,43.7058959846,97.7293544391,1995-04-08,797324400000,7.5164621883,27059.2638778848,16813.5742690112,0.2360511039,91.8238754272,35312740,21942320,Earth,17,2017-04-06 09:13:21,1,.00576149,6.132,2458000.5,.01394849751423765,.988667858326567,4.320908199813253,264.4056022167966,359.0658068186285,.9748774271622922,87.81644303895897,1.002458289490842,2457942.407117798018,58.24402434197092,1.00260173250594,J2000,False
3601408,3601408,18.8,0.4619074603,1.0328564805,461.9074602816,1032.8564805039,0.2870159005,0.6417870641,1515.4444719902,3388.6368554964,1995-04-08,797324400000,21.5347344882,77525.044157425,48171.0475765955,0.4674758318,181.8480987549,69933392,43454592,Earth,36,2017-04-06 08:50:28,1,.264451,3.214,2458000.5,.4445997797497422,2.250574629195569,40.07490632410602,190.8023227140372,1233.214308376651,1.249969644744861,16.17455002900164,3.251179613646277,2458488.263585525880,217.6120228280012,.2919200641402612,J2000,False
3772759,3772759,28.15,0.0062309602,0.0139328506,6.2309601911,13.9328505524,0.003871738,0.0086574693,20.4427834334,45.7114534065,1995-04-08,797324400000,13.5922329378,48932.0385761632,30404.4658586165,0.3228583667,125.5919036865,48298924,30011560,Earth,14,2017-05-08 14:22:55,4,4.42295E-5,5.916,2458000.5,.1458940283310568,1.033210407631443,3.174319580769291,10.44411032877468,383.6026380708879,.8824711791485181,85.73153235954244,1.183949636114367,2458145.012052374404,224.3796113696917,.9384711268160616,J2000,False
3409964,3409964,20.8,0.1838886721,0.411187571,183.8886720703,411.1875710413,0.1142630881,0.2555000322,603.309310875,1349.040630575,1995-04-15,797929200000,8.1878859535,29476.3894326732,18315.4820894296,0.3826167269,148.8379058838,57238648,35566448,Earth,32,2017-04-06 09:03:32,2,.0497576,5.797,2458000.5,.2962061287988718,1.052079402640927,7.906473496389842,128.8405407963474,394.1587791697582,.7404470355956286,242.293197578416,1.363711769686226,2457881.085681769947,109.0655767033018,.9133375152985072,J2000,True
3562320,3562320,25.6,0.0201629919,0.0450858206,20.1629919443,45.0858206172,0.0125286985,0.0280150214,66.1515504905,147.9193637137,1995-04-15,797929200000,14.0912031607,50728.3313784829,31520.6123501468,0.2689702852,104.6294403076,40237380,25002350,Earth,10,2017-04-06 08:53:48,7,.024568,6.797,2458000.5,.1986104067958223,.8633230890356343,15.29060134113289,18.63948790340435,292.993820551631,.691858139126041,344.8005314441176,1.034788038945228,2458132.945059471203,197.2654367936369,1.228694855482665,J2000,False
3747992,3747992,25.4,0.022108281,0.0494356193,22.1082810359,49.435619262,0.0137374447,0.0307178602,72.5337327539,162.1903570994,1995-04-15,797929200000,11.1995010545,40318.2037961903,25052.163908805,0.2328691339,90.5860900879,34836728,21646538,Earth,17,2017-04-21 06:20:19,5,.0053862,6.790,2458000.5,.177454625327355,.8693364318543375,1.86779849136472,150.0050896869119,296.0603493553376,.7150686610562064,204.9786870571115,1.023604202652469,2457906.713911322377,114.0409109070574,1.21596830100312,J2000,False
3373683,3373683,19.4,0.3503926411,0.7835017643,350.3926411083,783.5017643338,0.2177238258,0.4868452748,1149.5821926537,2570.543928497,1995-04-22,798534000000,9.3048655227,33497.5158818422,20814.0536878035,0.0362417486,14.0980396271,5421688.5,3368881,Earth,44,2017-05-03 06:18:20,1,.0215286,5.768,2457800.5,.1290438595815365,1.061197120692007,15.08972042172532,215.4436355173162,399.2937581924141,.924256148461097,61.17301359257869,1.198138092922917,2457865.405627994874,301.4816144786948,.9015918546528368,J2000,True
